page_index,no,title_list,department_list,date_list,views_list,ntt_id,detail_url,title,department,writer,date,views,body,attachments,detail_error,body_length,date_dt,text,text_clean,tokens,tokens_str,year_month,year,cluster,cluster_top_keywords
1,1246,"(보도참고)개인정보위, (주)티빙 이용자 개인정보 유출 사고 관련 조사 착수 N",조사2과,2026-06-04,601,12147,https://pipc.go.kr/np/cop/bbs/selectBoardArticle.do?bbsId=BS074&nttId=12147&mCode=C020010000,"(보도참고)개인정보위, (주)티빙 이용자 개인정보 유출 사고 관련 조사 착수",조사2과,허재형,2026-06-04,602,"개인정보위, (주)티빙 이용자 개인정보 유출 사고 관련 조사 착수 개인정보보호위원회(위원장 송경희, 이하 ‘개인정보위’)는 ’26. 6. 3. 오전 2시경 ㈜티빙으로부터 개인정보 유출신고를 접수받아 조사에 착수했다고 밝혔다. 온라인동영상서비스(OTT) ‘TVING’을 운영하는 ㈜티빙은 ’26. 6. 2. 이용자 개인정보를 저장하고 있는 데이터베이스(DB)에 비인가 접근이 이루어져 개인정보*가 유출된 정황을 인지한 후 유출신고를 한 것으로 확인되었다. * ⅰ) (유출항목) 아이디, 이름, 생년월일, 성별, CI, DI, 휴대전화번호, 이메일, 환불 계좌번호, 비밀번호 등(일부 항목 암호화) ⅱ) CI: 연계정보, DI: 중복가입 확인정보 개인정보위는 자료제출 요구, 현장 조사 등을 통해 구체적인 유출 경위, 피해 규모, 안전조치 의무 및 유출 통지·신고 의무 등 「개인정보 보호법」 준수 여부를 조사할 것이며, 법 위반사항 발견 시 관련 법령에 따라 엄정히 처분할 예정이다. * 기타 자세한 내용은 첨부파일을 확인해주시기 바랍니다. - 담당자 : 조사2과 허재형(02-2100-3195)",,,556,2026-06-04,"개인정보위, (주)티빙 이용자 개인정보 유출 사고 관련 조사 착수 개인정보보호위원회(위원장 송경희, 이하 ‘개인정보위’)는 ’26. 6. 3. 오전 2시경 ㈜티빙으로부터 개인정보 유출신고를 접수받아 조사에 착수했다고 밝혔다. 온라인동영상서비스(OTT) ‘TVING’을 운영하는 ㈜티빙은 ’26. 6. 2. 이용자 개인정보를 저장하고 있는 데이터베이스(DB)에 비인가 접근이 이루어져 개인정보*가 유출된 정황을 인지한 후 유출신고를 한 것으로 확인되었다. * ⅰ) (유출항목) 아이디, 이름, 생년월일, 성별, CI, DI, 휴대전화번호, 이메일, 환불 계좌번호, 비밀번호 등(일부 항목 암호화) ⅱ) CI: 연계정보, DI: 중복가입 확인정보 개인정보위는 자료제출 요구, 현장 조사 등을 통해 구체적인 유출 경위, 피해 규모, 안전조치 의무 및 유출 통지·신고 의무 등 「개인정보 보호법」 준수 여부를 조사할 것이며, 법 위반사항 발견 시 관련 법령에 따라 엄정히 처분할 예정이다. * 기타 자세한 내용은 첨부파일을 확인해주시기 바랍니다. - 담당자 : 조사2과 허재형(02-2100-3195)",개인정보위 주 티빙 이용자 개인정보 유출 사고 관련 조사 착수 개인정보보호위원회 위원장 송경희 이하 개인정보위 는 26 6 3 오전 2시경 티빙으로부터 개인정보 유출신고를 접수받아 조사에 착수했다고 밝혔다 온라인동영상서비스 OTT TVING 을 운영하는 티빙은 26 6 2 이용자 개인정보를 저장하고 있는 데이터베이스 DB 에 비인가 접근이 이루어져 개인정보 가 유출된 정황을 인지한 후 유출신고를 한 것으로 확인되었다 유출항목 아이디 이름 생년월일 성별 CI DI 휴대전화번호 이메일 환불 계좌번호 비밀번호 등 일부 항목 암호화 CI 연계정보 DI 중복가입 확인정보 개인정보위는 자료제출 요구 현장 조사 등을 통해 구체적인 유출 경위 피해 규모 안전조치 의무 및 유출 통지 신고 의무 등 개인정보 보호법 준수 여부를 조사할 것이며 법 위반사항 발견 시 관련 법령에 따라 엄정히 처분할 예정이다 기타 자세한 내용은 첨부파일을 확인해주시기 바랍니다 - 담당자 조사2과 허재형 02-2100-3195,"['티빙', '유출', '사고', '송경희', '오전', '티빙', '유출', '접수', '온라인', '동영상', '서비스', '티빙', '저장', '데이터베이스', '접근', '유출', '정황', '인지', '유출', '유출', '항목', '아이디', '이름', '생년', '월일', '성별', '휴대전화', '이메일', '환불', '계좌', '비밀번호', '일부', '항목', '암호', '중복', '가입', '자료', '제출', '요구', '현장', '구체', '유출', '피해', '규모', '유출', '준수', '위반', '발견', '법령', '허재', '2시경', 'OTT', 'TVING', 'DB', 'CI', 'DI', 'CI', 'DI', '02-2100-3195']",티빙 유출 사고 송경희 오전 티빙 유출 접수 온라인 동영상 서비스 티빙 저장 데이터베이스 접근 유출 정황 인지 유출 유출 항목 아이디 이름 생년 월일 성별 휴대전화 이메일 환불 계좌 비밀번호 일부 항목 암호 중복 가입 자료 제출 요구 현장 구체 유출 피해 규모 유출 준수 위반 발견 법령 허재 2시경 OTT TVING DB CI DI CI DI 02-2100-3195,2026-06,2026,5,"엘지유플러스, 고객, 한국, 자료, 규모, 현장, 법령, 준수, 발견, 제출"
3,1219,"개인정보위, 2025년 개인정보 유출 신고 및 조사·처분 사례 분석결과 발표",조사총괄과,2026-05-15,3387,12078,https://pipc.go.kr/np/cop/bbs/selectBoardArticle.do?bbsId=BS074&nttId=12078&mCode=C020010000,"개인정보위, 2025년 개인정보 유출 신고 및 조사·처분 사례 분석결과 발표",조사총괄과,지한구,2026-05-15,3388,"개인정보위, 2025년 개인정보 유출 신고 및 조사·처분 사례 분석결과 발표 - ‘25년 개인정보 유출 신고 447건으로 전년 대비 45.6% 증가 - ‘25년 총 227건 조사·처분, 과징금 40건(1,677억원) 및 과태료 125건(약 5.9억원) 부과 - 랜섬웨어 등 해킹에 의한 유출 증가 추세, 사고 예방을 위한 보안 업데이트 적용, 안전한 백업 체계 운영, 접근통제 강화 및 개인정보 암호화 등 안전조치 당부 개인정보보호위원회(위원장 송경희, 이하 ‘개인정보위’)와 한국인터넷진흥원(원장 이상중)은 2025년 동안 접수된 개인정보 유출 신고 및 처분 사례를 분석해 원인별 예방책 및 주요 사례를 담은 「2025년 개인정보 유출 신고 동향 및 조사·처분 사례」를 발간하였다. 주요 내용은 다음과 같다. < 유출신고 분석 > 2025년 접수된 유출 신고 건은 총 447건으로 전년도 307건 대비 약 45.6% 증가했다. 전체 유출 원인 중에서는 해킹이 62%(276건)로 가장 높은 비중을 차지하였으며, 업무 과실 25%(110건), 시스템 오류 5%(24건) 순으로 나타났다. 해킹 사고의 유형으로는 랜섬웨어, 웹셸* 등 악성코드 35%(96건), 에스큐엘(SQL) 인젝션**, 파라미터 변조 등 웹 취약점 악용 12%(32건), 관리자 페이지 비정상 접속 8%(23건) 순으로 나타났으며, 전 세계적으로 급증하고 있는 랜섬웨어 유포와 대형 수탁사를 노린 공급망 공격 확대 등 외부 위협이 고도화됨에 따라 전년도에 비해 해킹(171건 → 276건)으로 인한 유출이 증가하였다. * 웹셸 공격 : 특정 웹페이지의 파일 업로드 취약점(파일 업로드 기능을 이용해 비정상적인 스크립트 파일 등을 실행)을 통해 시스템에서 실행 가능한 악성코드를 삽입 및 실행하여 관리자 권한 획득, 개인정보 탈취 등을 행하는 공격 기법 ** 에스큐엘(SQL, Structured Query Language) 인젝션 공격 : 악의적인 에스큐엘(SQL)문을 삽입해 데이터베이스가 비정상적인 동작을 하도록 조작하는 공격 기법 < 조사·처분 분석 > 2025년 개인정보위 조사·처분 건수는 총 227건이며, 과징금은 40건으로 총 1,677억원, 과태료는 125건으로 5억 8,720만원을 부과하였다. 전년도 비교 시 과징금·과태료 부과가 172%(1,083억원) 증가하였다. 기관별로 살펴보면, 공공 부문은 77건으로 공공기관 53%(41건), 중앙행정기관·헌법기관 등 29%(22건), 지방자치단체/학교 각 9%(각 7건) 순으로 확인되었다. 민간 부문은 150건으로 중소기업 50%(75건), 대기업·중견기업 20%(30건), 비영리 단체 등 기타 17%(25건) 순이었다. 총 227건 중 115건(과징금·과태료 1,583억원)이 개인정보 유출 관련 조사·처분으로 확인되며, 세부 유출 원인은 업무 과실 46%(53건), 해킹 45%(52건), 시스템 오류 7%(8건) 순이며, 유출 원인별 과징금·과태료 부과액은 해킹이 1,440억원(91%)으로 가장 큰 비중을 차지하였다. < 예방·점검·대비 당부 > 개인정보위는 장기간 취약점 점검 및 개선을 하지 않아 개인정보 유출이 반복적으로 발생하는 것을 예방하기 위해 주요 개인정보 유출 사례를 기반으로 예방 방법을 안내했다. 2025년 이후 증가 추세인 랜섬웨어를 통한 개인정보 유출 방지를 위해 운영체제, 보안 장비 등의 보안 업데이트 적용 및 정기적인 악성 이메일 모의 해킹 훈련, 랜섬웨어 감염 시 즉시 복원할 수 있도록 안전한 백업 체계 운영, 접근통제 강화 및 데이터베이스(DB) 개인정보 암호화 등의 방법을 강조했다. 또한, 기관 및 기업별 특성을 고려한 구조적 대비책도 주문했다. 공공기관은 개인정보 보호 업무에 관한 전담 인력 지정 및 타 업무 겸직 금지 등을 통해 실무 전문성을 제고하고, 기관 차원의 개인정보 보호 관리 체계를 전면 재정비할 것을 촉구했다. 민간기업은 새로운 보안 위협에 대응하기 위해 개인정보보호책임자(CPO)를 중심으로 개인정보 관리 및 대응 체계를 상시 점검·강화하는 한편, 수탁사를 통한 연쇄적인 유출이 개인정보 관리 사각지대로 대두됨에 따라 수탁사에 대한 관리·감독 의무를 철저히 이행할 것을 요구했다. 아울러 ’26. 9. 11. 부터는 고의·중과실로 인한 대규모 유출 시 전체 매출액의 최대 10%에 달하는 과징금을 부과하는 등 제재가 대폭 강화된 만큼 경영진 차원의 선제적인 보안 예산 확보와 인력 투자가 필수적이라고 덧붙였다. 앞으로 개인정보위와 한국인터넷진흥원은 반복되는 대규모 유출 사고 등에 대해서는 엄정히 제재하는 한편, 자발적 보호투자 확대 유도와 민간·공공 기관에 대한 위험기반 관리체계 구축 등 사고 예방 조치를 강화하여 실질적인 보호 수준을 높일 수 있도록 지원해 나갈 방침이다. * 기타 자세한 내용은 첨부파일을 확인해주시기 바랍니다. - 담당자 : 조사총괄과 지한구(02-2100-3093)",,,2403,2026-05-15,"개인정보위, 2025년 개인정보 유출 신고 및 조사·처분 사례 분석결과 발표 - ‘25년 개인정보 유출 신고 447건으로 전년 대비 45.6% 증가 - ‘25년 총 227건 조사·처분, 과징금 40건(1,677억원) 및 과태료 125건(약 5.9억원) 부과 - 랜섬웨어 등 해킹에 의한 유출 증가 추세, 사고 예방을 위한 보안 업데이트 적용, 안전한 백업 체계 운영, 접근통제 강화 및 개인정보 암호화 등 안전조치 당부 개인정보보호위원회(위원장 송경희, 이하 ‘개인정보위’)와 한국인터넷진흥원(원장 이상중)은 2025년 동안 접수된 개인정보 유출 신고 및 처분 사례를 분석해 원인별 예방책 및 주요 사례를 담은 「2025년 개인정보 유출 신고 동향 및 조사·처분 사례」를 발간하였다. 주요 내용은 다음과 같다. < 유출신고 분석 > 2025년 접수된 유출 신고 건은 총 447건으로 전년도 307건 대비 약 45.6% 증가했다. 전체 유출 원인 중에서는 해킹이 62%(276건)로 가장 높은 비중을 차지하였으며, 업무 과실 25%(110건), 시스템 오류 5%(24건) 순으로 나타났다. 해킹 사고의 유형으로는 랜섬웨어, 웹셸* 등 악성코드 35%(96건), 에스큐엘(SQL) 인젝션**, 파라미터 변조 등 웹 취약점 악용 12%(32건), 관리자 페이지 비정상 접속 8%(23건) 순으로 나타났으며, 전 세계적으로 급증하고 있는 랜섬웨어 유포와 대형 수탁사를 노린 공급망 공격 확대 등 외부 위협이 고도화됨에 따라 전년도에 비해 해킹(171건 → 276건)으로 인한 유출이 증가하였다. * 웹셸 공격 : 특정 웹페이지의 파일 업로드 취약점(파일 업로드 기능을 이용해 비정상적인 스크립트 파일 등을 실행)을 통해 시스템에서 실행 가능한 악성코드를 삽입 및 실행하여 관리자 권한 획득, 개인정보 탈취 등을 행하는 공격 기법 ** 에스큐엘(SQL, Structured Query Language) 인젝션 공격 : 악의적인 에스큐엘(SQL)문을 삽입해 데이터베이스가 비정상적인 동작을 하도록 조작하는 공격 기법 < 조사·처분 분석 > 2025년 개인정보위 조사·처분 건수는 총 227건이며, 과징금은 40건으로 총 1,677억원, 과태료는 125건으로 5억 8,720만원을 부과하였다. 전년도 비교 시 과징금·과태료 부과가 172%(1,083억원) 증가하였다. 기관별로 살펴보면, 공공 부문은 77건으로 공공기관 53%(41건), 중앙행정기관·헌법기관 등 29%(22건), 지방자치단체/학교 각 9%(각 7건) 순으로 확인되었다. 민간 부문은 150건으로 중소기업 50%(75건), 대기업·중견기업 20%(30건), 비영리 단체 등 기타 17%(25건) 순이었다. 총 227건 중 115건(과징금·과태료 1,583억원)이 개인정보 유출 관련 조사·처분으로 확인되며, 세부 유출 원인은 업무 과실 46%(53건), 해킹 45%(52건), 시스템 오류 7%(8건) 순이며, 유출 원인별 과징금·과태료 부과액은 해킹이 1,440억원(91%)으로 가장 큰 비중을 차지하였다. < 예방·점검·대비 당부 > 개인정보위는 장기간 취약점 점검 및 개선을 하지 않아 개인정보 유출이 반복적으로 발생하는 것을 예방하기 위해 주요 개인정보 유출 사례를 기반으로 예방 방법을 안내했다. 2025년 이후 증가 추세인 랜섬웨어를 통한 개인정보 유출 방지를 위해 운영체제, 보안 장비 등의 보안 업데이트 적용 및 정기적인 악성 이메일 모의 해킹 훈련, 랜섬웨어 감염 시 즉시 복원할 수 있도록 안전한 백업 체계 운영, 접근통제 강화 및 데이터베이스(DB) 개인정보 암호화 등의 방법을 강조했다. 또한, 기관 및 기업별 특성을 고려한 구조적 대비책도 주문했다. 공공기관은 개인정보 보호 업무에 관한 전담 인력 지정 및 타 업무 겸직 금지 등을 통해 실무 전문성을 제고하고, 기관 차원의 개인정보 보호 관리 체계를 전면 재정비할 것을 촉구했다. 민간기업은 새로운 보안 위협에 대응하기 위해 개인정보보호책임자(CPO)를 중심으로 개인정보 관리 및 대응 체계를 상시 점검·강화하는 한편, 수탁사를 통한 연쇄적인 유출이 개인정보 관리 사각지대로 대두됨에 따라 수탁사에 대한 관리·감독 의무를 철저히 이행할 것을 요구했다. 아울러 ’26. 9. 11. 부터는 고의·중과실로 인한 대규모 유출 시 전체 매출액의 최대 10%에 달하는 과징금을 부과하는 등 제재가 대폭 강화된 만큼 경영진 차원의 선제적인 보안 예산 확보와 인력 투자가 필수적이라고 덧붙였다. 앞으로 개인정보위와 한국인터넷진흥원은 반복되는 대규모 유출 사고 등에 대해서는 엄정히 제재하는 한편, 자발적 보호투자 확대 유도와 민간·공공 기관에 대한 위험기반 관리체계 구축 등 사고 예방 조치를 강화하여 실질적인 보호 수준을 높일 수 있도록 지원해 나갈 방침이다. * 기타 자세한 내용은 첨부파일을 확인해주시기 바랍니다. - 담당자 : 조사총괄과 지한구(02-2100-3093)",개인정보위 2025년 개인정보 유출 신고 및 조사 처분 사례 분석결과 발표 - 25년 개인정보 유출 신고 447건으로 전년 대비 45 6 증가 - 25년 총 227건 조사 처분 과징금 40건 1 677억원 및 과태료 125건 약 5 9억원 부과 - 랜섬웨어 등 해킹에 의한 유출 증가 추세 사고 예방을 위한 보안 업데이트 적용 안전한 백업 체계 운영 접근통제 강화 및 개인정보 암호화 등 안전조치 당부 개인정보보호위원회 위원장 송경희 이하 개인정보위 와 한국인터넷진흥원 원장 이상중 은 2025년 동안 접수된 개인정보 유출 신고 및 처분 사례를 분석해 원인별 예방책 및 주요 사례를 담은 2025년 개인정보 유출 신고 동향 및 조사 처분 사례 를 발간하였다 주요 내용은 다음과 같다 유출신고 분석 2025년 접수된 유출 신고 건은 총 447건으로 전년도 307건 대비 약 45 6 증가했다 전체 유출 원인 중에서는 해킹이 62 276건 로 가장 높은 비중을 차지하였으며 업무 과실 25 110건 시스템 오류 5 24건 순으로 나타났다 해킹 사고의 유형으로는 랜섬웨어 웹셸 등 악성코드 35 96건 에스큐엘 SQL 인젝션 파라미터 변조 등 웹 취약점 악용 12 32건 관리자 페이지 비정상 접속 8 23건 순으로 나타났으며 전 세계적으로 급증하고 있는 랜섬웨어 유포와 대형 수탁사를 노린 공급망 공격 확대 등 외부 위협이 고도화됨에 따라 전년도에 비해 해킹 171건 276건 으로 인한 유출이 증가하였다 웹셸 공격 특정 웹페이지의 파일 업로드 취약점 파일 업로드 기능을 이용해 비정상적인 스크립트 파일 등을 실행 을 통해 시스템에서 실행 가능한 악성코드를 삽입 및 실행하여 관리자 권한 획득 개인정보 탈취 등을 행하는 공격 기법 에스큐엘 SQL Structured Query Language 인젝션 공격 악의적인 에스큐엘 SQL 문을 삽입해 데이터베이스가 비정상적인 동작을 하도록 조작하는 공격 기법 조사 처분 분석 2025년 개인정보위 조사 처분 건수는 총 227건이며 과징금은 40건으로 총 1 677억원 과태료는 125건으로 5억 8 720만원을 부과하였다 전년도 비교 시 과징금 과태료 부과가 172 1 083억원 증가하였다 기관별로 살펴보면 공공 부문은 77건으로 공공기관 53 41건 중앙행정기관 헌법기관 등 29 22건 지방자치단체/학교 각 9 각 7건 순으로 확인되었다 민간 부문은 150건으로 중소기업 50 75건 대기업 중견기업 20 30건 비영리 단체 등 기타 17 25건 순이었다 총 227건 중 115건 과징금 과태료 1 583억원 이 개인정보 유출 관련 조사 처분으로 확인되며 세부 유출 원인은 업무 과실 46 53건 해킹 45 52건 시스템 오류 7 8건 순이며 유출 원인별 과징금 과태료 부과액은 해킹이 1 440억원 91 으로 가장 큰 비중을 차지하였다 예방 점검 대비 당부 개인정보위는 장기간 취약점 점검 및 개선을 하지 않아 개인정보 유출이 반복적으로 발생하는 것을 예방하기 위해 주요 개인정보 유출 사례를 기반으로 예방 방법을 안내했다 2025년 이후 증가 추세인 랜섬웨어를 통한 개인정보 유출 방지를 위해 운영체제 보안 장비 등의 보안 업데이트 적용 및 정기적인 악성 이메일 모의 해킹 훈련 랜섬웨어 감염 시 즉시 복원할 수 있도록 안전한 백업 체계 운영 접근통제 강화 및 데이터베이스 DB 개인정보 암호화 등의 방법을 강조했다 또한 기관 및 기업별 특성을 고려한 구조적 대비책도 주문했다 공공기관은 개인정보 보호 업무에 관한 전담 인력 지정 및 타 업무 겸직 금지 등을 통해 실무 전문성을 제고하고 기관 차원의 개인정보 보호 관리 체계를 전면 재정비할 것을 촉구했다 민간기업은 새로운 보안 위협에 대응하기 위해 개인정보보호책임자 CPO 를 중심으로 개인정보 관리 및 대응 체계를 상시 점검 강화하는 한편 수탁사를 통한 연쇄적인 유출이 개인정보 관리 사각지대로 대두됨에 따라 수탁사에 대한 관리 감독 의무를 철저히 이행할 것을 요구했다 아울러 26 9 11 부터는 고의 중과실로 인한 대규모 유출 시 전체 매출액의 최대 10 에 달하는 과징금을 부과하는 등 제재가 대폭 강화된 만큼 경영진 차원의 선제적인 보안 예산 확보와 인력 투자가 필수적이라고 덧붙였다 앞으로 개인정보위와 한국인터넷진흥원은 반복되는 대규모 유출 사고 등에 대해서는 엄정히 제재하는 한편 자발적 보호투자 확대 유도와 민간 공공 기관에 대한 위험기반 관리체계 구축 등 사고 예방 조치를 강화하여 실질적인 보호 수준을 높일 수 있도록 지원해 나갈 방침이다 기타 자세한 내용은 첨부파일을 확인해주시기 바랍니다 - 담당자 조사총괄과 지한구 02-2100-3093,"['유출', '사례', '분석', '발표', '유출', '대비', '증가', '과징금', '과태료', '랜섬웨어', '해킹', '유출', '증가', '추세', '사고', '예방', '보안', '업데이트', '적용', '백업', '체계', '접근', '통제', '강화', '암호', '당부', '송경희', '한국', '인터넷', '진흥', '원장', '이상', '동안', '접수', '유출', '사례', '분석', '원인', '방책', '주요', '사례', '유출', '동향', '사례', '발간', '주요', '다음', '유출', '분석', '접수', '유출', '년도', '대비', '증가', '유출', '원인', '해킹', '가장', '비중', '차지', '업무', '과실', '시스템', '오류', '해킹', '사고', '유형', '랜섬웨어', '웹셸', '악성코드', '인젝션', '파라미터', '변조', '취약점', '악용', '관리자', '페이지', '비정상', '접속', '세계', '급증', '랜섬웨어', '유포', '대형', '탁사', '공급망', '공격', '확대', '외부', '위협', '고도화', '년도', '해킹', '유출', '증가', '웹셸', '공격', '특정', '웹페이지', '파일', '업로드', '취약점', '파일', '업로드', '기능', '비정상', '스크립트', '파일', '실행', '시스템', '실행', '악성코드', '삽입', '실행', '관리자', '권한', '획득', '탈취', '공격', '기법', '인젝션', '공격', '악의', '삽입', '데이터베이스', '비정상', '동작', '조작', '공격', '기법', '분석', '건수', '과징금', '과태료', '년도', '비교', '과징금', '과태료', '증가', '별로', '공공', '부문', '공공기관', '중앙', '행정기관', '헌법', '지방자치단체', '학교', '민간', '부문', '중소기업', '대기업', '중견', '비영리', '단체', '과징금', '과태료', '유출', '세부', '유출', '원인', '업무', '과실', '해킹', '시스템', '오류', '순이', '유출', '원인', '과징금', '과태료', '해킹', '가장', '비중', '차지', '예방', '대비', '당부', '장기간', '취약점', '유출', '반복', '예방', '주요', '유출', '사례', '기반', '예방', '방법', '증가', '추세', '랜섬웨어', '통한', '유출', '운영체제', '보안', '장비', '보안', '업데이트', '적용', '정기', '악성', '이메일', '모의', '해킹', '훈련', '랜섬웨어', '감염', '즉시', '복원', '백업', '체계', '접근', '통제', '강화', '데이터베이스', '암호', '방법', '강조', '특성', '고려', '구조', '비책', '주문', '공공기관', '업무', '전담', '인력', '지정', '업무', '겸직', '금지', '실무', '전문성', '고하', '차원', '체계', '전면', '재정', '촉구', '민간', '보안', '위협', '대응', '보호책임', '중심', '대응', '체계', '상시', '탁사', '통한', '연쇄', '유출', '각지', '대두', '탁사', '감독', '이행', '요구', '고의', '중과실', '대규모', '유출', '매출', '최대', '과징금', '제재', '대폭', '강화', '만큼', '영진', '차원', '선제', '보안', '예산', '확보', '인력', '투자가', '필수', '한국', '인터넷', '진흥', '반복', '대규모', '유출', '사고', '제재', '자발', '투자', '확대', '유도', '민간', '공공', '위험', '기반', '체계', '구축', '사고', '예방', '실질', '수준', '지원', '방침', '총괄', '지한구', '2025년', '25년', '447건으로', '25년', '227건', '40건', '677억원', '125건', '9억원', '2025년', '2025년', '2025년', '447건으로', '307건', '276건', '110건', '24건', '96건', 'SQL인젝션', '32건', '23건', '171건', '276건', 'SQL', 'Structured', 'Query', 'Language', 'SQL', '2025년', '227건이며', '40건으로', '677억원', '125건으로', '5억', '720만원을', '083억원', '77건으로', '41건', '22건', '7건', '150건으로', '75건', '30건', '25건', '227건', '115건', '583억원', '53건', '52건', '8건', '440억원', '2025년', 'DB', 'CPO', '02-2100-3093']",유출 사례 분석 발표 유출 대비 증가 과징금 과태료 랜섬웨어 해킹 유출 증가 추세 사고 예방 보안 업데이트 적용 백업 체계 접근 통제 강화 암호 당부 송경희 한국 인터넷 진흥 원장 이상 동안 접수 유출 사례 분석 원인 방책 주요 사례 유출 동향 사례 발간 주요 다음 유출 분석 접수 유출 년도 대비 증가 유출 원인 해킹 가장 비중 차지 업무 과실 시스템 오류 해킹 사고 유형 랜섬웨어 웹셸 악성코드 인젝션 파라미터 변조 취약점 악용 관리자 페이지 비정상 접속 세계 급증 랜섬웨어 유포 대형 탁사 공급망 공격 확대 외부 위협 고도화 년도 해킹 유출 증가 웹셸 공격 특정 웹페이지 파일 업로드 취약점 파일 업로드 기능 비정상 스크립트 파일 실행 시스템 실행 악성코드 삽입 실행 관리자 권한 획득 탈취 공격 기법 인젝션 공격 악의 삽입 데이터베이스 비정상 동작 조작 공격 기법 분석 건수 과징금 과태료 년도 비교 과징금 과태료 증가 별로 공공 부문 공공기관 중앙 행정기관 헌법 지방자치단체 학교 민간 부문 중소기업 대기업 중견 비영리 단체 과징금 과태료 유출 세부 유출 원인 업무 과실 해킹 시스템 오류 순이 유출 원인 과징금 과태료 해킹 가장 비중 차지 예방 대비 당부 장기간 취약점 유출 반복 예방 주요 유출 사례 기반 예방 방법 증가 추세 랜섬웨어 통한 유출 운영체제 보안 장비 보안 업데이트 적용 정기 악성 이메일 모의 해킹 훈련 랜섬웨어 감염 즉시 복원 백업 체계 접근 통제 강화 데이터베이스 암호 방법 강조 특성 고려 구조 비책 주문 공공기관 업무 전담 인력 지정 업무 겸직 금지 실무 전문성 고하 차원 체계 전면 재정 촉구 민간 보안 위협 대응 보호책임 중심 대응 체계 상시 탁사 통한 연쇄 유출 각지 대두 탁사 감독 이행 요구 고의 중과실 대규모 유출 매출 최대 과징금 제재 대폭 강화 만큼 영진 차원 선제 보안 예산 확보 인력 투자가 필수 한국 인터넷 진흥 반복 대규모 유출 사고 제재 자발 투자 확대 유도 민간 공공 위험 기반 체계 구축 사고 예방 실질 수준 지원 방침 총괄 지한구 2025년 25년 447건으로 25년 227건 40건 677억원 125건 9억원 2025년 2025년 2025년 447건으로 307건 276건 110건 24건 96건 SQL인젝션 32건 23건 171건 276건 SQL Structured Query Language SQL 2025년 227건이며 40건으로 677억원 125건으로 5억 720만원을 083억원 77건으로 41건 22건 7건 150건으로 75건 30건 25건 227건 115건 583억원 53건 52건 8건 440억원 2025년 DB CPO 02-2100-3093,2026-05,2026,8,"웹셸, 취약점, 과징금, 파일, 과태료, 공격, 시스템, 보안, 업로드, 인터넷"
